entity_head	relation	entity_tail
2267	10	11329
747	3	12451
2404	10	9337
2545	10	13105
2662	3	9622
2717	10	12610
1403	10	9069
2048	10	3414
1612	3	12376
289	3	7720
436	10	5424
926	4	13628
89	10	10790
1746	4	3919
20	4	5041
2875	10	6120
1756	10	7446
1517	10	6731
2590	10	10648
2243	3	4183
884	3	12376
1015	10	4059
1671	3	7496
993	10	12192
2673	2	9806
122	4	9516
758	10	12101
2558	3	12616
1411	10	5515
789	10	3574
1523	10	4695
1658	1	7103
50	10	8396
4	10	5048
2011	10	10147
1666	3	9360
2504	10	3458
2039	10	8568
646	3	13115
1788	3	10010
1640	3	7156
626	10	12679
1891	3	11091
752	10	6294
1749	10	4766
2720	3	11641
476	10	9590
1304	10	10950
1823	10	9146
31	10	9426
2334	10	7800
1443	10	8673
2535	10	5751
62	10	13674
2405	1	11680
1691	10	7717
1666	10	9991
2326	3	7934
1490	10	9169
2257	10	4059
1908	10	4141
2910	10	10935
2243	10	11093
2588	10	4571
1260	10	7098
87	10	12569
2215	10	12993
957	3	7421
1461	10	8685
2349	10	10790
2720	10	13702
1905	10	11662
2521	10	9357
2539	3	6476
2421	10	10962
1009	10	12391
1	10	4061
2793	10	5162
2244	3	3278
1585	10	6462
1366	10	12464
1178	10	11496
2253	10	10895
1808	0	11101
615	3	9870
353	10	9426
1416	10	9650
2201	10	11163
218	3	7220
2796	10	12890
1419	3	4740
1234	10	11710
2147	10	4643
2454	10	6115
27	1	7547
1955	10	11736
2477	10	5997
2375	3	3880
1435	10	12587
1266	10	12254
324	10	5328
1321	3	7130
125	10	8431
2304	8	4899
2225	10	10114
70	10	13183
1626	10	5495
582	10	8673
417	10	10988
482	10	13790
690	3	13548
1076	3	4859
586	10	8909
927	10	9426
1057	10	5204
1532	10	6314
2370	10	12726
1609	3	4669
496	3	8808
2330	3	13374
1695	10	4412
886	3	9765
1101	10	4932
1402	10	4292
873	10	4225
2285	10	8568
832	3	13733
522	10	6241
1189	3	3857
2446	10	13500
1043	10	11827
1285	3	13234
979	3	12135
2846	3	4697
1678	10	10933
388	10	12475
298	6	10457
2343	10	6307
1442	4	6559
2771	10	12688
974	10	5322
1516	7	4747
1978	10	11982
1398	10	11397
2375	10	12501
938	3	7090
343	10	5224
1329	10	12900
1728	10	5034
571	10	4553
2620	10	3203
814	2	10244
812	6	8682
637	3	5149
1573	10	4814
2796	3	6573
1724	10	10479
2975	10	4719
2138	9	10666
2028	3	4991
2924	10	10660
715	10	6233
1647	10	11292
2786	10	10390
1992	10	11007
4	10	6228
342	10	7314
1269	3	10986
2943	3	6663
2322	10	12539
575	10	4344
761	10	11496
586	10	6294
484	10	13188
542	10	6294
2215	10	4628
1468	10	9047
935	10	10817
30	10	12096
2543	10	12856
2684	10	9952
2282	10	12871
1226	10	6394
1135	10	7082
2135	3	8161
2919	10	6345
2314	10	4578
586	10	8916
332	6	9853
111	7	11813
37	10	12756
694	10	4799
1113	10	13599
2003	10	3222
2483	3	11492
2568	10	6027
1314	10	10262
1183	3	10928
2825	10	7269
1460	10	9573
1124	10	4059
1218	10	6772
2767	10	5951
551	10	3746
1628	10	6962
191	10	9328
578	10	5710
1727	10	6731
1772	10	13329
1419	10	5714
2725	10	10226
2129	3	12376
2228	10	6280
2240	10	7348
269	4	11889
633	10	4432
324	10	13757
1065	10	7114
2846	10	10940
2146	3	10991
2819	4	8114
675	10	7632
119	3	4242
622	10	7994
2498	10	12750
2392	10	13586
281	3	8710
2271	10	4932
1536	10	6359
2655	3	12376
948	10	4325
2056	10	3636
71	10	5064
1210	3	12577
2235	10	11273
1108	3	6501
544	10	4072
779	10	11303
2208	10	3746
2011	10	8348
481	10	6749
1271	3	7543
1650	10	12493
151	3	7681
2590	8	3609
1219	10	12034
723	3	3616
878	10	3025
1182	10	10251
2567	10	8462
46	10	4932
760	4	8198
1888	10	6681
1629	10	3375
2708	10	4074
1424	10	9357
1560	10	9479
1251	10	11060
1403	10	7259
623	10	5322
2310	10	5947
330	10	10076
1381	3	6476
514	3	9494
1445	3	10341
2151	10	12465
1696	4	6341
1658	10	12581
2458	10	8211
645	10	9216
2624	10	10599
68	10	7648
934	10	9426
689	10	9337
2258	10	5371
2451	1	5334
1428	10	9419
1045	3	12226
1242	10	10453
256	10	3320
76	10	12610
2420	10	10050
2490	10	3555
2514	10	7691
524	10	4154
369	10	4922
1257	10	3831
1653	10	12465
1502	10	13155
2708	10	5495
1486	10	13141
284	10	5173
1438	4	8484
1517	10	9656
1293	10	10360
355	10	4779
2473	10	5601
2264	10	5195
2914	10	3416
1119	10	5201
162	10	8964
1060	10	11307
137	10	12741
1258	10	8841
2769	10	10769
1992	10	6743
2082	10	12688
726	10	10169
1010	10	3325
1817	10	5538
295	10	5495
2907	10	7416
2052	1	13801
2799	10	7702
1451	10	12648
436	10	6840
1918	10	4091
412	10	3169
1842	10	12118
1855	3	7615
597	2	11203
491	4	12665
31	3	12376
420	10	12725
2824	10	4155
258	1	6722
2671	10	3170
1439	10	7306
1932	4	12628
578	4	5279
1042	4	5254
1070	10	12587
1636	10	12440
732	10	7114
1262	10	5216
1131	10	8774
2457	10	8659
2571	3	7869
530	10	12041
916	10	10909
2011	10	11146
1318	10	9426
116	3	9767
2923	3	8354
2278	10	10948
634	10	7691
1854	10	9426
2074	1	13752
456	10	13090
332	3	12616
2711	2	4226
2630	10	11784
1048	10	9357
1349	1	4515
1886	3	8486
1387	3	3930
632	10	9077
2423	10	5985
2527	10	12201
393	10	10545
2226	10	7601
1825	10	11064
1428	10	10744
117	1	5116
2753	10	9268
2884	10	7730
2483	10	4059
2051	3	8210
1548	10	5883
2913	10	9991
1613	10	8901
1098	10	7677
607	10	12537
1304	10	3838
408	10	12419
332	10	7134
2243	10	12438
682	10	9187
1442	3	3912
2627	4	12237
2388	3	4445
2708	10	6004
60	3	3912
1995	10	5838
82	10	8370
2751	10	9419
2346	3	3061
264	10	13708
1864	10	12260
2069	10	3337
269	10	13362
1977	10	4713
582	4	9944
526	3	7427
2787	10	8908
2175	10	7275
1547	10	6173
1359	10	11867
2694	3	7225
154	10	11815
1703	3	10789
2786	3	9238
1686	10	3634
2198	10	5480
1694	10	12890
1802	10	6096
605	10	11532
403	10	13446
299	10	12949
170	3	13447
2228	10	6096
180	2	9088
2545	3	11984
1082	3	4665
984	3	8614
2004	10	10862
1042	3	13622
2982	10	12252
1607	10	8573
1867	10	5606
1931	3	5074
2056	10	5288
19	10	6575
506	10	3273
2122	10	4330
429	10	8673
1931	10	5557
1243	1	11970
2133	10	10314
662	10	9426
1120	1	4515
2228	10	7833
1162	10	3308
2185	10	7530
2620	10	5450
1036	10	9393
1109	10	10187
2902	3	6573
1251	10	11835
1982	10	10726
220	10	4627
2771	10	10378
2349	10	13230
2437	10	12773
1573	10	8017
1237	10	5793
811	3	11041
2300	10	12922
1540	3	6554
232	10	6756
2559	3	4665
2025	10	13521
328	10	9139
1159	10	9646
2112	10	12282
163	10	9773
1040	4	8177
1257	10	10541
279	10	12041
2622	10	11033
2832	10	13028
2623	10	12274
2945	10	11730
1076	10	5255
1262	10	4743
2942	6	9890
2089	10	4423
2204	10	7659
237	10	13499
80	10	4570
2110	3	7438
1791	10	5741
2373	10	8887
2727	3	12376
1070	10	9357
203	1	4515
574	10	3242
682	3	5462
2918	10	13063
70	3	3404
2802	10	3847
2406	10	3635
1677	3	7934
1969	10	3808
2844	2	8264
31	4	5602
2037	3	7934
1595	3	7554
531	10	12229
1518	10	5047
2011	10	6310
163	10	13473
2069	10	13368
1734	10	10195
1753	10	13758
2059	10	5134
746	3	5221
2921	10	7789
1437	10	10738
57	1	3962
1252	3	4933
1352	4	13531
2205	4	9331
2859	10	11905
1830	10	5809
1171	10	13265
69	10	10347
1382	4	3358
994	3	11655
2037	10	9426
2472	1	6887
1681	3	3135
1329	10	10545
2076	10	7601
1264	4	11504
1985	10	7565
2409	4	6736
87	10	6055
1581	10	8617
2759	10	10925
1946	10	12109
113	1	12249
2747	10	12274
2883	3	7934
348	10	8568
836	10	10661
2119	3	11041
544	10	10287
2228	10	4581
2266	3	6573
2190	10	12129
2201	10	3384
2825	10	9426
2867	3	12920
376	10	11678
1757	10	12995
1734	3	5861
2875	10	4021
340	10	3945
157	10	4141
219	2	8344
2189	10	12471
1918	10	3324
280	4	4654
628	3	11885
1989	10	6547
1377	10	6908
485	7	6598
2319	10	3617
330	3	6533
1734	10	12837
451	10	8239
468	10	4908
361	10	12679
1450	10	9357
2457	10	4337
2339	0	8593
2869	10	9464
1510	10	6151
1387	10	9521
1952	10	9881
1044	2	8268
1637	10	6454
2252	10	9878
2405	10	9047
133	3	9003
2342	10	6096
1955	3	11808
608	10	4170
61	10	8320
2918	10	12489
780	10	11511
825	10	8082
2648	10	13175
841	10	11311
1194	10	8916
2265	10	4487
2501	10	12031
1001	5	7174
1747	10	10385
1243	10	9162
476	10	4993
684	1	4515
2295	10	9991
1070	10	11983
832	4	12474
983	10	13508
2140	10	6118
647	3	6939
2146	10	10925
1283	10	3402
2240	10	11784
914	10	9089
1977	10	4625
2117	3	12422
1545	10	9881
2901	3	4998
440	4	9664
1048	10	8381
1467	3	11860
1023	4	5555
2739	10	9608
1787	4	8607
767	10	5710
2931	10	5989
408	10	5359
455	3	7393
2383	10	3301
415	10	11297
2623	10	6454
1653	10	4330
781	10	11874
1923	10	5359
2976	10	3562
623	10	9653
948	10	11729
1886	10	10017
2386	10	11079
2529	10	11532
1771	10	10154
2378	10	12486
663	4	8610
248	3	12047
293	3	11439
2634	10	12552
2181	10	8717
781	10	10672
1514	10	13770
1580	1	5620
1162	10	10415
267	2	8592
1064	10	7464
2487	10	8321
2212	10	10639
1389	10	9357
1389	10	5354
2234	10	4731
514	10	7738
2943	10	6078
690	10	10933
2786	10	11035
1389	10	7464
1933	3	6733
410	10	12346
1529	10	5917
2334	3	10986
2975	10	13090
113	10	8043
1563	10	5315
1355	10	8527
1457	10	13105
480	3	9427
2386	10	12230
1474	10	7609
2154	3	5192
1394	10	13527
2059	10	12874
1677	10	11311
2079	6	4699
1424	10	11888
2732	10	8045
1772	10	4059
2235	3	9714
2010	10	8191
2048	3	13194
1223	10	4170
75	10	5943
1636	10	8876
803	4	3042
1428	10	7860
2881	10	7195
1356	3	11191
42	10	6697
2238	10	4013
1270	10	13793
350	10	4076
626	3	7496
1873	10	13107
1341	4	8921
2634	10	8244
710	10	8262
1142	10	4958
40	10	13097
2640	10	10753
1047	10	3096
2099	10	4556
94	10	6788
1775	10	13069
2490	1	11931
1666	10	8895
1565	1	3390
2869	3	4444
2200	3	12717
916	3	5761
951	4	3567
332	10	10378
1609	10	4383
1674	5	7174
2316	10	12458
100	3	7023
1215	10	11807
2524	10	5134
1226	10	12637
767	10	4458
44	3	3316
1026	10	13063
1755	4	6030
555	10	4932
1666	10	3973
1676	10	7286
1229	4	9950
1090	10	4417
2004	10	3320
2565	4	11452
2431	10	7195
222	3	12135
2441	6	4901
1689	10	5201
1140	4	5936
2858	10	11312
2688	10	6846
2747	10	3847
1184	10	8871
501	10	7940
2012	10	3584
2801	10	8501
569	10	7775
2980	4	7054
1222	10	3635
2909	10	9231
960	10	7509
277	10	9383
1304	10	10739
1456	10	6652
1911	3	7934
2600	10	6081
2356	7	13045
36	10	10435
2296	3	9778
2702	3	7423
2102	10	5870
88	3	10844
466	10	13349
1443	10	9803
2925	3	9767
1957	3	3066
2319	10	8568
2822	3	7282
581	3	7301
1329	10	3747
755	3	11179
2069	10	3615
2458	10	4553
2095	10	12310
747	10	11770
1377	10	5315
191	1	5334
1934	3	6890
840	1	4060
355	10	10262
1626	10	4916
2217	3	12376
592	10	4932
1604	4	6202
902	3	11030
2401	10	5456
1258	10	8595
2713	3	12376
1387	10	3542
2551	10	3615
2216	3	10938
1579	10	8002
2824	10	10835
2771	10	9635
2029	4	3774
1460	10	8873
2288	10	8717
2090	10	12255
1403	10	11551
2127	10	5755
2460	10	5779
29	10	3572
1226	10	9357
2742	10	4571
767	10	9600
515	10	10183
399	10	10106
1448	10	8452
1437	10	5496
1304	10	6929
2454	10	6120
1123	10	12101
691	10	3416
239	10	5997
1657	10	9692
2186	3	11641
2420	10	6270
266	10	8568
470	5	7174
2834	10	4487
1564	9	3607
2725	10	7388
3	4	8852
2326	10	8996
45	10	8687
1694	10	13495
859	3	12544
2421	10	6564
1484	10	5209
2712	10	8321
124	10	13527
2490	10	9975
2091	10	6545
1486	3	10121
1831	10	4773
1438	10	4561
530	10	10633
1028	10	7133
1170	6	5127
2777	3	12717
130	10	9426
2697	10	3455
284	10	5270
2452	10	8869
2135	3	5069
2824	10	3168
452	1	7327
584	4	12278
612	4	10079
383	1	6633
1564	10	9984
439	3	13556
665	10	13316
1155	3	9512
1463	10	6387
592	10	10192
1352	3	7786
1063	10	5657
2573	10	11730
1637	0	8831
2312	10	5917
2179	3	6573
2443	10	10800
2228	10	8107
1279	10	5822
852	10	8048
1305	10	6454
1940	3	6199
2281	10	6222
835	10	8074
30	10	8895
1124	10	11770
230	10	13373
2947	4	11055
2405	10	8633
1240	10	10633
2319	10	5091
1433	10	5676
2787	10	4649
52	10	4524
844	3	11941
347	10	12550
1694	10	3553
1165	10	10075
682	10	7280
493	1	6887
1419	3	11375
17	1	3962
1752	10	5385
2736	10	12034
2319	10	4799
2252	10	5963
1293	10	12887
285	10	5196
198	3	3912
564	10	12101
247	10	7726
2785	3	7341
2699	10	13473
809	10	6581
1351	0	10916
1417	7	8649
2702	10	13521
2959	10	5308
1076	3	12226
2215	4	11957
781	10	13028
686	1	4308
1123	3	3275
2282	10	13608
2957	10	7046
2031	10	3526
1039	10	11754
2070	10	10223
1687	10	11140
373	10	3255
1822	10	8673
2194	10	3575
1414	3	4044
2420	3	7558
1880	10	11496
1129	10	12760
1339	10	7808
1073	10	4503
1119	10	9991
2420	10	12846
98	3	10002
1345	3	7084
2088	10	9337
2789	3	11846
1479	10	12890
1954	3	4949
1356	10	3301
78	10	9317
1060	10	7060
2772	3	12669
1674	3	7427
2240	10	5048
2204	10	3916
186	10	9959
2083	2	11203
2912	3	13658
544	10	5025
2859	4	11673
961	2	3457
2428	10	12856
863	4	12737
604	10	3813
1331	10	10988
1508	10	9336
1377	10	9011
2638	10	11212
2334	10	4276
1804	10	4411
167	3	3837
940	10	12382
643	10	13685
1460	10	4553
2737	3	7084
2100	10	9719
2292	7	3047
1070	3	4483
1977	10	3130
447	10	4666
645	10	8916
1876	3	13194
1796	0	6827
539	10	8017
1691	0	4283
2567	3	3478
2845	10	8379
2015	10	9617
721	1	9233
797	10	9984
133	10	12435
2692	10	12821
52	3	12376
670	10	3031
2668	10	4799
872	10	12786
2837	10	13424
631	10	13479
2395	3	6606
1084	10	8555
1057	3	11655
638	10	5575
1723	10	8265
2151	10	8971
1547	10	7723
2201	10	4771
1419	10	12062
2387	10	4806
591	3	7615
879	10	5359
2151	10	8916
1019	10	13735
251	10	7638
207	10	10773
1359	10	8530
2741	10	4487
2714	10	4773
2302	10	7089
2912	10	10449
2402	3	8049
2169	10	11946
2721	10	13324
42	3	11641
1929	10	11007
2466	7	6060
2156	10	13657
2638	10	6700
2690	10	11007
1714	3	12632
1857	10	9896
1977	8	5688
1557	3	6476
2418	10	13748
1915	10	13482
2948	10	13188
2362	10	4253
2334	10	4384
87	8	5070
466	10	7232
825	10	7455
371	3	7934
1723	10	9047
1994	3	5789
2423	10	9098
1354	10	8527
235	3	12926
1668	10	5445
2772	3	10316
2863	10	13199
1949	10	4696
2210	3	12376
2405	10	11586
220	3	3386
2405	10	13346
1666	10	4779
641	10	12608
1304	10	6257
466	10	11399
1182	4	7669
2201	10	3128
2968	10	3387
2123	10	8002
1359	10	13747
1251	10	4432
1794	6	12791
528	10	5784
1769	10	5359
1266	10	12745
84	10	8916
1781	3	6278
82	10	6055
1646	4	8700
1418	10	10940
2934	10	11127
690	10	12391
465	7	4118
2711	10	13214
1723	10	6576
2575	10	9325
1183	10	8925
410	10	3746
1171	10	7973
2067	10	10679
1341	10	4061
1820	10	5557
1322	10	4870
1044	10	6118
38	3	12632
2103	10	13028
635	3	5721
623	10	5570
2109	10	10415
2215	10	11140
1647	10	13172
314	3	8837
2902	10	9161
2110	3	3561
2689	10	11888
1266	3	13518
355	10	3052
2009	10	13631
1817	10	7239
1698	10	7838
2376	4	8561
884	3	7459
1857	3	4740
1929	10	9666
1479	3	9811
476	3	12137
763	10	10033
1549	10	9597
2295	10	3611
1837	1	2990
566	10	3725
178	3	10556
85	10	10653
749	10	5540
1787	10	12127
2208	10	5601
1178	10	11627
877	3	12376
919	3	3189
2062	3	9611
1826	4	9897
283	10	9357
948	7	8416
2642	10	8637
872	10	12993
1433	10	7035
576	3	3361
2731	4	3797
1432	10	13546
1635	10	7645
1185	10	4553
2969	10	13490
368	10	3811
1248	3	8180
2454	10	7751
2876	10	13189
833	10	11060
1723	10	9727
843	10	4518
764	4	3918
1394	1	6887
290	3	10172
2394	10	9426
2829	10	11277
20	4	3003
952	10	13693
1820	4	8875
2775	10	8845
2725	10	8118
2727	10	7468
2348	10	9320
2667	10	12780
30	10	8773
1899	10	9426
852	10	8068
1772	10	12101
2052	10	11502
2581	10	7337
1647	10	7572
315	10	13505
2920	4	9538
466	10	8633
86	10	9674
1794	10	3306
30	3	12053
714	10	11393
1414	10	11425
2038	4	13707
2456	10	12093
2010	1	11787
1916	3	8837
1183	10	9878
601	10	10613
2403	10	10584
775	10	6118
302	4	5353
1450	10	6731
78	10	8244
2001	10	12610
2421	10	8181
2471	4	8819
2923	10	12319
2348	10	9666
2820	10	11777
2398	10	7263
2800	10	8665
1450	10	6799
2186	10	7531
2824	3	11991
1824	10	12670
85	10	9385
2234	10	9337
2109	10	4059
1331	10	6581
1289	3	9274
2605	4	12932
1055	10	4442
840	3	3889
1298	10	12724
148	3	10649
230	10	3709
1627	10	6193
1413	10	5733
355	10	12587
1616	10	11825
525	3	7496
2420	3	10991
1124	10	11835
1560	10	4059
2361	7	5593
1892	10	5563
2819	10	8773
281	4	3913
769	10	10195
2593	10	3956
268	7	5705
1755	10	6871
80	10	9347
532	10	3256
2571	10	7895
2593	10	8431
1161	3	11675
1086	10	11397
644	4	6207
983	3	9091
126	10	9911
1359	10	6090
1346	4	13144
2826	3	3721
1306	10	9393
773	10	6652
1753	10	11536
2368	4	5421
990	10	8773
399	3	3049
2859	10	7553
1283	10	13522
803	10	7589
2218	10	10187
365	10	13505
1958	10	8321
443	10	12961
1352	10	11928
1426	10	4518
571	10	13722
24	10	8787
773	10	8295
284	3	7934
2069	10	3628
226	3	10668
2834	1	6722
616	10	13230
2510	10	13565
1722	10	6423
485	10	13662
963	10	3811
1571	10	9555
1701	0	5978
1737	3	7934
837	10	8447
2386	10	7552
2167	10	8394
1704	10	3314
626	10	13349
1882	10	4625
2422	10	4570
2161	10	13490
2557	10	4556
2305	10	3555
1260	10	5094
2265	3	3467
422	3	7934
2122	10	11204
706	10	4353
611	10	10731
886	10	4553
431	10	5350
715	3	6830
365	10	8495
1603	10	3398
535	10	4059
2118	10	4042
2682	3	9778
1162	10	5517
1210	1	11772
740	10	4687
445	3	4646
55	10	9279
2802	10	4581
2454	10	4800
1400	10	3303
1697	3	6859
982	10	13495
2924	10	4253
1532	3	9063
1183	10	12465
1666	3	9371
209	10	10555
2305	10	12101
1420	3	13456
2455	10	13292
1734	3	3477
2549	10	12407
903	10	6853
78	10	9453
1536	10	5025
1666	10	12454
2178	10	12850
2145	10	10726
2758	10	9988
2322	3	7934
2237	4	11844
1804	10	9357
268	10	8511
2811	10	13172
1028	3	5335
1131	3	10102
1402	10	8368
2128	10	6581
2254	3	6199
1777	6	3193
734	10	6700
2261	3	8608
2979	10	11511
2291	10	8772
1707	10	5201
1043	10	12101
1958	10	6403
2277	10	9426
350	10	7279
2667	4	5304
2845	10	13747
1341	10	12462
46	10	7356
1130	3	6217
646	10	8017
1134	4	8058
2147	10	8773
2501	10	7486
1411	10	8443
365	10	13740
50	10	12922
2810	10	6345
141	3	9778
1921	10	4058
1920	3	8049
1832	3	7921
1635	10	12833
2426	3	9125
466	10	4743
1359	10	13044
1601	4	6230
886	10	6370
122	10	8194
2568	10	8811
2436	3	3854
1718	4	12722
962	10	13333
222	10	12541
763	10	5951
645	10	7553
1954	10	9357
1565	10	9375
601	10	11502
934	10	9814
67	10	4059
1148	10	12759
2712	10	5234
2949	10	3855
2587	3	4539
320	10	12960
1251	10	6915
2692	10	5318
2432	10	12734
1507	10	7338
386	4	8702
2845	3	7958
812	10	3314
1987	10	6652
2479	10	12821
2732	10	6377
2013	10	9881
1926	10	3169
2260	10	4773
600	10	10204
1021	3	3561
2011	3	11747
1359	10	3916
1927	10	7601
2610	10	12338
367	3	7934
2220	10	9328
575	10	13378
923	10	5870
2862	3	12376
502	3	8549
200	10	3636
585	10	6024
24	3	12376
2387	10	4895
192	10	9536
2521	10	3242
979	10	5776
1381	10	7254
2435	10	8465
175	10	12093
2011	10	7632
2568	10	8017
2253	10	11835
1461	3	12669
1097	10	8836
2389	3	5551
1522	3	7213
1403	10	12041
822	10	8945
866	10	8773
990	10	6806
2812	10	13199
2045	10	4058
967	10	5264
546	10	9118
992	3	9531
2425	10	12871
1161	10	3839
1385	10	12691
542	10	5175
1579	10	13760
763	10	10622
1111	10	8673
812	10	8511
941	10	10149
753	10	13758
1247	10	5698
1818	10	4513
1368	2	4583
2215	10	8314
176	10	7425
782	3	12376
123	10	5142
800	10	3416
2625	10	7994
1451	4	9910
1174	4	12134
1374	10	12760
319	7	7248
2286	10	7601
1925	10	6558
1298	3	7921
175	10	13657
623	10	4435
68	4	7996
2418	10	12338
888	3	5492
2484	10	3052
70	3	3469
1508	10	10193
497	10	5538
2715	10	6115
449	3	5899
338	10	5167
654	10	6639
2141	10	13339
405	3	13250
1372	10	9419
1172	10	10633
633	10	11095
2927	3	8957
289	10	12415
2324	10	9395
2144	10	4875
2732	10	12983
2664	3	6925
1231	10	5644
126	10	10518
2791	3	6036
48	4	8582
2433	3	9811
2261	3	3536
905	10	13033
1368	6	4273
1333	10	3532
2600	10	8462
402	10	10753
315	3	11956
1900	10	10107
1499	10	12736
1185	10	13699
2235	10	5496
2872	9	7528
2198	3	11492
2147	10	9824
334	1	6633
2768	10	10094
489	10	4210
2095	10	3340
2865	10	4870
644	4	12001
491	10	6749
224	1	3100
1950	10	7601
277	10	5139
1870	10	12235
2186	10	11784
2151	10	6589
1690	10	5201
990	10	5917
248	4	13254
1426	10	10033
512	10	4838
2881	10	12041
803	10	13104
677	3	6364
339	10	10129
2884	10	11551
2423	10	7326
2702	10	13199
415	3	12078
1479	10	11779
2593	10	3553
2349	10	8964
1704	10	3993
1443	3	9767
833	0	10638
210	7	6737
1849	10	3226
2600	10	6731
2135	10	10726
953	3	3418
586	10	11960
290	10	4059
631	10	10195
2876	10	12041
384	10	4651
666	10	11703
2252	10	12579
1997	4	7813
715	3	7934
1624	10	8118
697	10	10960
2745	10	3337
167	10	7386
990	3	9250
1203	10	10780
1502	3	9915
2824	10	4119
2610	10	9693
2859	3	12376
2976	9	11603
2184	4	13236
585	10	11784
747	10	5496
2484	3	10729
75	10	10068
1602	10	9464
1376	10	4059
2812	10	12313
2356	10	7354
2664	10	8774
2848	3	12927
1997	3	6640
534	10	6962
2742	10	4170
1108	10	8701
110	10	7790
1304	10	7926
812	10	13158
2086	10	12384
2975	3	6214
1360	3	7427
1982	10	7647
2965	1	6887
1203	10	13631
1864	10	9549
2151	1	8095
2484	10	11307
2923	3	4641
1247	10	3322
1468	1	5420
2376	10	4475
2250	3	8331
1805	3	4465
157	10	13505
1980	10	13373
2010	0	5076
1382	10	5533
2618	3	7999
50	10	12659
2484	10	5903
207	10	3034
1592	3	3278
1157	3	6671
2783	10	12069
2269	10	11035
2189	4	11912
2360	10	13016
271	3	7934
589	10	5006
781	3	6791
2228	10	13490
1598	10	3808
2541	10	9984
1883	10	9385
2478	10	5109
2154	10	9113
2611	3	6350
1248	10	13621
2810	10	13081
2907	10	12101
1921	10	12561
1418	3	12451
2129	10	11599
1686	10	12066
2934	10	13747
1720	4	11161
1864	10	12158
1040	4	10093
726	10	7464
2174	3	11753
1406	10	5755
234	10	12328
2521	10	3600
1131	10	11493
2282	10	8535
1603	10	12027
1711	10	13028
2416	10	8555
777	3	11655
827	10	6799
690	10	10169
30	10	5538
1910	3	12137
293	10	5736
2896	10	8348
623	10	5048
442	3	6105
1460	10	5208
2959	10	3804
2662	10	12489
849	3	4740
2323	10	12109
2216	3	4797
768	10	6294
1705	10	5755
778	10	10741
2536	10	11311
2827	3	11753
2097	3	7758
507	1	3541
818	10	8524
623	10	10912
2833	10	13580
1898	10	8293
464	3	9550
2135	10	6394
1658	10	4680
2942	10	3591
2877	10	3566
2264	10	10125
1738	10	8916
1000	10	9426
1084	3	7202
1156	10	10713
2715	3	11610
75	4	5617
1697	10	5981
2422	10	7773
87	3	3712
701	3	7934
2847	2	6402
815	3	6476
1028	10	5570
284	10	13631
726	3	12376
1750	10	5741
213	10	3927
2151	10	10459
722	10	10449
2864	4	5384
2746	3	8710
1517	4	11912
2163	4	3732
505	10	11833
715	3	12135
2707	4	10109
2927	10	10434
2392	10	12657
1449	10	8237
2154	10	3387
392	10	10753
2554	10	4958
49	10	12129
517	10	6374
336	10	12410
1827	10	6589
1001	2	10617
2673	10	5371
511	3	12226
1123	4	6416
2592	3	10316
1880	10	9666
1508	10	10953
2675	10	6118
960	3	10036
89	10	3169
2884	3	12643
1105	10	12657
2791	10	3079
1282	10	9262
2330	10	5422
1705	10	4091
368	10	8251
848	3	9517
1539	3	12376
569	10	5495
2382	10	3582
544	10	9047
2752	0	8802
621	1	11791
2829	10	11983
2528	10	11906
2086	10	12885
457	10	3462
1117	3	7554
2934	10	11577
1508	10	5671
1637	7	9657
725	10	5064
2176	10	4487
121	10	5359
1666	3	6791
2069	10	13487
1856	3	5899
1694	10	10060
214	10	9536
612	10	9617
2387	3	8091
2095	10	5371
2670	10	5657
1804	3	9947
1821	3	7934
1377	3	10854
2715	10	4974
993	10	8038
1164	6	7102
639	10	5480
2379	3	6897
306	10	9508
1445	10	5632
472	3	8331
1352	10	3223
11	3	4998
1402	1	13801
2907	10	7746
2459	10	10252
1752	10	4625
1435	10	7632
1954	10	8773
477	3	4450
1262	10	10934
2336	10	6442
920	10	4735
1111	10	7601
1243	10	13165
2567	10	9666
269	10	10831
220	3	9909
2694	4	9049
747	10	3985
1554	10	6589
1424	3	8425
1401	4	13335
1775	10	11273
2329	0	6994
874	3	10986
167	10	8580
2612	4	9904
1560	10	12514
852	10	9426
574	10	4279
657	4	8634
2871	10	10130
2848	10	8701
2211	10	10864
1188	10	3301
1148	4	8170
2910	10	5201
2262	3	4943
1309	3	10747
1771	10	12846
762	10	10487
2788	3	11129
1394	10	5445
1334	10	3743
1443	10	10164
2972	10	13199
592	4	13791
510	10	5359
1064	3	6696
2067	10	12657
10	3	11030
1938	3	7934
655	10	5570
1560	10	11983
230	10	4616
2901	10	13201
2659	10	5943
930	3	4998
1450	10	9730
123	1	9431
134	10	8881
1616	3	12632
1821	7	10448
1356	10	7464
961	10	13649
631	10	7802
1931	10	9045
1305	4	10225
1274	10	13608
1480	10	11835
2786	4	7491
1340	3	4120
1066	10	11253
231	4	4566
928	3	10680
2147	10	4061
1359	10	9043
1142	3	10181
2610	10	5904
980	10	4625
584	3	9767
2067	3	9762
2926	10	9253
2069	10	3052
1048	10	4857
658	3	12376
575	10	11546
1110	10	12319
944	10	10317
2171	3	4740
690	10	3995
1978	10	4711
2368	10	6137
162	3	4242
1096	10	11206
2208	4	5813
2029	10	13602
1690	10	12779
416	4	8329
2005	10	13339
2354	10	5883
2584	10	5255
1972	1	7305
2708	10	7800
